Geo Point;Geo Shape;Id_Strassentyp/Weg;Strassenname;Strassennetzhierarchie;Strassennetzhierarchien Beschreibung;Gemeinde;Kategorie;Weg
47.58699340353394, 7.650590662343571;"{""coordinates"": [[7.650298528841478, 47.587149849485904], [7.650326998014161, 47.58716175027898], [7.650365738964972, 47.58717592576347], [7.650401089744386, 47.58718668082145], [7.650422687273505, 47.587195527256604], [7.650445700002644, 47.587202554395304], [7.650470005856111, 47.58720715089065], [7.650494955089571, 47.587209731632306], [7.650520199813434, 47.58720973065305], [7.650545250271303, 47.587207679469664], [7.650568658102086, 47.587203742604835], [7.65058943165057, 47.587199270912784], [7.650608987391869, 47.58719276886955], [7.650632871596755, 47.587181600229215], [7.650653434915491, 47.5871677305436], [7.650670027823048, 47.58715162866738], [7.650682147061953, 47.587133772182405], [7.650688205768504, 47.58711960513947], [7.650692829258418, 47.58709888433924], [7.650689884503804, 47.58708046171301], [7.650597553472681, 47.58679478465163], [7.650598882064163, 47.586771200877266], [7.650606274593938, 47.586748136686175], [7.650615487535426, 47.58673155360255], [7.650628174398043, 47.58671605242348], [7.650643444624253, 47.58670166175082], [7.650661659283947, 47.58668892054505], [7.650681940542642, 47.58667771348628], [7.650767564829661, 47.58665111614318]], ""type"": ""LineString""}";1947;-;;;Riehen;;
47.55485433743118, 7.598944412539254;"{""coordinates"": [[7.599272342951682, 47.55472018667673], [7.599231166138328, 47.554749464114046], [7.599186381310346, 47.55477621926679], [7.599138333242843, 47.55480023580617], [7.599087393446534, 47.55482135132905], [7.599033946665765, 47.55483938542728], [7.598978377836127, 47.55485422064894], [7.598921138322519, 47.55486573945142], [7.598601270143917, 47.55495285176527]], ""type"": ""LineString""}";1951;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.552703747884486, 7.5908601614218645;"{""coordinates"": [[7.590737259254509, 47.553020724580385], [7.590665394466464, 47.55297207224734], [7.590614988086684, 47.552882407384075], [7.590578944026895, 47.55280243701834], [7.590564402062855, 47.55272485792773], [7.590582206753991, 47.55268846400134], [7.591372459121694, 47.55255580746298]], ""type"": ""LineString""}";1966;-;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.55166185702245, 7.574990073427941;"{""coordinates"": [[7.57485460052317, 47.551729760170666], [7.574875718504557, 47.55173308117626], [7.574898909743403, 47.551731516150895], [7.574920903703103, 47.55172930497031], [7.574949238592384, 47.55172348887527], [7.574975625530295, 47.55171439233286], [7.574993737009958, 47.551705674204285], [7.575009771705485, 47.55169524968942], [7.5750278915434, 47.55167939950411], [7.575038778126965, 47.55166627388789], [7.575046699825061, 47.551652216388874], [7.575053079682677, 47.551632638531956], [7.575054290634961, 47.551612617033605], [7.575050281086775, 47.551592754535456], [7.575044080075435, 47.55157829984267], [7.575034825560343, 47.551564622183164], [7.575015659127129, 47.55154514615347], [7.574998544424306, 47.55153317750084]], ""type"": ""LineString""}";1982;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.54772227363276, 7.596609380550588;"{""coordinates"": [[7.596106291149932, 47.547835770618136], [7.596135877808048, 47.54782348111701], [7.59621722664019, 47.54779605705108], [7.596302178514601, 47.54777422217295], [7.596389923809713, 47.54775820241533], [7.596470775404079, 47.547742398787314], [7.596552684529841, 47.54772935475492], [7.596635465279971, 47.547719088555674], [7.59668624379106, 47.54771726589376], [7.596736628789742, 47.54771264668275], [7.596786288228277, 47.547705249361556], [7.59683489019254, 47.547695137338074], [7.596882116026292, 47.547682365008995], [7.596927633870404, 47.54766701377087], [7.596971151851379, 47.54764920993491], [7.597045869388023, 47.547621110770606], [7.597083783571111, 47.54760398904404], [7.597107224538855, 47.54759339847959]], ""type"": ""LineString""}";600234;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.572960377104884, 7.654729166200264;"{""coordinates"": [[7.655175633017908, 47.57288949159227], [7.654282699382621, 47.5730312626175]], ""type"": ""LineString""}";2012;-;;;Riehen;;
47.5529258612145, 7.603868091876035;"{""coordinates"": [[7.603675364517661, 47.55306846427665], [7.603740821090639, 47.55302146011928], [7.603850877645548, 47.5529407650432], [7.603959616031187, 47.55285922631829], [7.604056183857746, 47.55277732703571]], ""type"": ""LineString""}";600284;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.56883461463752, 7.644708788735983;"{""coordinates"": [[7.644806431987737, 47.56880928155349], [7.644806378796981, 47.56880927265398], [7.64477659747414, 47.568805709936946], [7.644755363197021, 47.56880614326939], [7.644734577262177, 47.56880911202999], [7.644714890479667, 47.56881452512942], [7.644696940058298, 47.5688222105596], [7.644681269906803, 47.56883192452813], [7.644668397078991, 47.56884335134081], [7.644658705635655, 47.568856148557735], [7.644651350840629, 47.56887524622746], [7.644651046377506, 47.56889618412061], [7.644654604626123, 47.568909101781365]], ""type"": ""LineString""}";2032;-;;;Riehen;;
47.54806410894548, 7.579046373483012;"{""coordinates"": [[7.578927959887131, 47.5480279133108], [7.578954449781559, 47.54803369140158], [7.578973452249492, 47.54803618678295], [7.579104023655904, 47.54807828222605], [7.579153701670898, 47.548122363734905]], ""type"": ""LineString""}";600183;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.55715664758909, 7.581178998669026;"{""coordinates"": [[7.581313169651604, 47.557277109386554], [7.581308881182327, 47.557258317737336], [7.581293859429474, 47.55724024972526], [7.581284143665532, 47.557228956492736], [7.581272915017586, 47.557218312658705], [7.581260280087142, 47.55720843501086], [7.581246332045216, 47.5571993863909], [7.581156549558477, 47.55714659504403], [7.581131649394013, 47.5571309224232], [7.581109017136123, 47.55711373607896], [7.581088852531397, 47.55709520664948], [7.581071341967474, 47.55707547780802], [7.581056632068846, 47.55705472925134], [7.581044829601046, 47.557033140724656]], ""type"": ""LineString""}";2042;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.57400930306418, 7.607914469413206;"{""coordinates"": [[7.607983141184421, 47.57395707590997], [7.607845797641991, 47.57406153021841]], ""type"": ""LineString""}";600456;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.56355307084352, 7.595899989931875;"{""coordinates"": [[7.595764317282499, 47.56364393304292], [7.596035662581251, 47.56346220864412]], ""type"": ""LineString""}";2052;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.56787224936268, 7.561345418091819;"{""coordinates"": [[7.561615477274512, 47.56769939615046], [7.561418080959987, 47.56782461624442], [7.561269228786458, 47.567921275011386], [7.56115597471943, 47.56799377515008], [7.561113914465664, 47.568022329283984], [7.561076896077017, 47.56804745151832]], ""type"": ""LineString""}";2063;-;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.53811820361731, 7.58563565450917;"{""coordinates"": [[7.585604927273641, 47.53811738512888], [7.585624904053904, 47.538117962516765], [7.585644855038943, 47.53811881874133], [7.585666382519051, 47.53811822497276]], ""type"": ""LineString""}";2072;-;;;Basel;;
47.587112056135965, 7.6507054682497175;"{""coordinates"": [[7.650689884503804, 47.58708046171301], [7.650692829258418, 47.58709888433924], [7.650727784759064, 47.587140578176566]], ""type"": ""LineString""}";2074;-;;;Riehen;;
47.58757561605876, 7.651615762731983;"{""coordinates"": [[7.651418903561227, 47.58778476417589], [7.651418801001882, 47.587769070446186], [7.65141971304458, 47.58775111745596], [7.651433953303957, 47.5877384463544], [7.651444651425695, 47.58772427978728], [7.651458318963991, 47.58771133992013], [7.651510704256959, 47.58766001630832], [7.651563928507676, 47.58761573316453], [7.651622536263165, 47.58757467785926], [7.65168609001696, 47.587537147975574], [7.65171078408582, 47.58751576084603], [7.651732494597203, 47.587492940188916], [7.651751049491041, 47.58746887518749], [7.651766290073917, 47.587443772987825], [7.651778097534307, 47.58741784066266], [7.651786366319117, 47.58739127626661], [7.65179029539988, 47.587369873178055], [7.651793743227714, 47.58735112409726], [7.651793756377415, 47.587351088098615]], ""type"": ""LineString""}";2077;-;;;Riehen;;
47.54969159755013, 7.58486776870299;"{""coordinates"": [[7.584856241529537, 47.54967901420762], [7.584876396631237, 47.54969462006973], [7.584863842312807, 47.54970407926337]], ""type"": ""LineString""}";2084;-;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.565837706813454, 7.638467365277442;"{""coordinates"": [[7.637920272426614, 47.565859304675705], [7.639014458128271, 47.56581610895121]], ""type"": ""LineString""}";2093;-;;;Riehen;;
47.545474238905854, 7.577820871733147;"{""coordinates"": [[7.577637141139709, 47.545734538784124], [7.57764745430263, 47.545716161216404], [7.577677769302462, 47.545666083748856], [7.577709931992002, 47.54561653470079], [7.577860051581045, 47.545373892555034], [7.577950690985982, 47.54535665115643], [7.577988573939525, 47.5453309106879], [7.577998997895706, 47.54528377987631], [7.577982016667945, 47.54524097184804]], ""type"": ""LineString""}";2098;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.58367844516456, 7.650145991004759;"{""coordinates"": [[7.650314273013733, 47.58357403298573], [7.650291759990113, 47.58357193343278], [7.650258720256979, 47.583576823102476], [7.650214020225278, 47.583594468983726], [7.650178827727683, 47.58361292498618], [7.650145942304464, 47.583633256460985], [7.650115602616724, 47.58365531008428], [7.650097738587684, 47.58367578513245], [7.650082616770787, 47.583697244499156], [7.650070369453388, 47.58371952605934], [7.650061088973942, 47.58374244977284], [7.65005582994046, 47.58377049256841], [7.650061692217117, 47.5837839274447], [7.65007244051661, 47.583795914459714], [7.650087353785239, 47.583805636498674], [7.650108745282817, 47.583813170300445], [7.65013807098754, 47.583820293960905]], ""type"": ""LineString""}";600498;-;;;Riehen;;
47.5705376724323, 7.609744155846044;"{""coordinates"": [[7.610192820228686, 47.57030274719372], [7.609670699111494, 47.57050002714679], [7.609658419997027, 47.570516728476065], [7.609511372643478, 47.570795038250516], [7.609349316211246, 47.5707482658025]], ""type"": ""LineString""}";2121;-;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.56341127409034, 7.609290965073099;"{""coordinates"": [[7.608964796259143, 47.56382106812651], [7.609430530580329, 47.563226225275315], [7.609525605856659, 47.56311066944812], [7.609536888939755, 47.56309880816745], [7.609550128373247, 47.56308790634288], [7.609566294322141, 47.56307801651236], [7.609584125705629, 47.56306952725542], [7.609604009218049, 47.56306286070841], [7.609632186298829, 47.563056847518254], [7.60965411694994, 47.563054593873]], ""type"": ""LineString""}";2134;-;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.573624360200085, 7.667603928563217;"{""coordinates"": [[7.667137289175428, 47.573784305219384], [7.668070567951006, 47.57346441518079]], ""type"": ""LineString""}";2154;-;;;Bettingen;;
47.55283449809901, 7.602842655174597;"{""coordinates"": [[7.602831610855272, 47.552895007077026], [7.602851077013735, 47.55279249585973], [7.60284878784089, 47.55277387303111], [7.602848787702566, 47.552773828062534]], ""type"": ""LineString""}";2171;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.54992121543275, 7.590336140336857;"{""coordinates"": [[7.590232649767419, 47.549991900007036], [7.590255005231936, 47.54997712116374], [7.590263763311303, 47.549964383604], [7.590273542019631, 47.549941490764894], [7.590284999537337, 47.549925035269524], [7.590298590367164, 47.549916014832874], [7.590321354113843, 47.54990936580055], [7.590377724244808, 47.54990167470201], [7.590405819212611, 47.54989651167452], [7.590433446285973, 47.54989031496772], [7.590460499291496, 47.5498831206953], [7.590460552403026, 47.54988311163235]], ""type"": ""LineString""}";2178;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.565364644298796, 7.570476317569712;"{""coordinates"": [[7.57015666503156, 47.56513936325611], [7.57077522922585, 47.56557530862031], [7.570795981702929, 47.56558990887486]], ""type"": ""LineString""}";2208;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.57642099649525, 7.607305125266336;"{""coordinates"": [[7.607179897869089, 47.57693141541627], [7.607184516877403, 47.57691259397228], [7.607413794415484, 47.575977603515064], [7.607426827551332, 47.575929747274984], [7.607431925166114, 47.57591102405112], [7.607431938343089, 47.57591098805731]], ""type"": ""LineString""}";2212;-;;;Basel;Wege;Waldweg
47.5776436649328, 7.612804268078956;"{""coordinates"": [[7.612037165634673, 47.57798046854754], [7.613187417222646, 47.57750628631498], [7.613219446784422, 47.57749338636312], [7.613249662577463, 47.57747860944349], [7.61327782577121, 47.57746208182687], [7.613303697565531, 47.57744393877778], [7.613327105587657, 47.577424306467734], [7.613347837739511, 47.57740335609592], [7.61336574829142, 47.57738123178113], [7.613380691691298, 47.57735813160377], [7.613392548852307, 47.577334217629776], [7.613402623283314, 47.57730572854931], [7.613409160731703, 47.577276777103], [7.613412148530817, 47.5772475521776], [7.613411560782025, 47.57721826066672], [7.613407384848416, 47.57718910045002], [7.613402930893256, 47.57716838570899]], ""type"": ""LineString""}";2216;-;;;Basel;Wege;Waldweg
47.57727212892939, 7.614699696894231;"{""coordinates"": [[7.613402930893256, 47.57716838570899], [7.613486112695004, 47.577174178728676], [7.613685211796386, 47.57715314931417], [7.613774284253455, 47.57715165739381], [7.613863174977199, 47.577155534901244], [7.613951192798392, 47.57716476488977], [7.614037646339795, 47.57717926745925], [7.614558782579516, 47.577268796102764], [7.614619355811278, 47.57727845375391], [7.614680730503367, 47.577285286148864], [7.614742667257515, 47.57728924867989], [7.615657679159753, 47.57737520836364], [7.615771535507132, 47.57738035054878], [7.615885185016309, 47.57738723770932], [7.615940464858543, 47.577395733546666], [7.61595957427967, 47.57739472414888], [7.615979006963949, 47.577395000350975], [7.615998587795073, 47.57739586091301]], ""type"": ""LineString""}";2219;-;;;Basel;Wege;Waldweg
47.5758939427578, 7.564830908543976;"{""coordinates"": [[7.564778869383645, 47.57592782813908], [7.564814689039694, 47.57590566500967], [7.564848964343284, 47.57588240631131], [7.5648816156558, 47.57585809709978]], ""type"": ""LineString""}";2231;-;;;Basel;;
47.56472091952288, 7.640050665628826;"{""coordinates"": [[7.639403602101351, 47.56473502287618], [7.639587915040921, 47.56472292301501], [7.639800657970799, 47.564709136867364], [7.640014244850301, 47.564704216677505], [7.640227905050185, 47.564708154782025], [7.64038512844763, 47.56472197550673], [7.640541188779279, 47.564740942444274], [7.640695713855401, 47.56476501127691]], ""type"": ""LineString""}";2238;-;;;Riehen;;
47.56708649531909, 7.560143769709555;"{""coordinates"": [[7.56064849050244, 47.566853762343584], [7.560577669128978, 47.56685668733543], [7.559735315824653, 47.5673007193687], [7.559646653214672, 47.56734745258811]], ""type"": ""LineString""}";2244;-;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.569398643805116, 7.582557137386444;"{""coordinates"": [[7.582421798410338, 47.56909195560011], [7.58242179853139, 47.56909200056842], [7.58242183647177, 47.56911103117473], [7.5824221249368, 47.56925768196243], [7.58277416608485, 47.56967540904871]], ""type"": ""LineString""}";2254;-;;;Basel;Wege;Gasse/Treppe/sonst. Weg
